Źródło,"Odsetek gospodarstw domowych, w których jest co najmniej jeden pies",Link,Komentarz,Dodatkowe info
The Voice of the European Pet Food Industry - dane 2023 r.,49%,https://europeanpetfood.org/wp-content/uploads/2025/06/FEDIAF-Facts-Figures-2025.pdf,Strona 13,Co najmiej jeden kot - w 41% gospodarstw
